AL-3,4, 437.0,324
AL-3,4, 437.0,324
AL-3,4, 437.0,324
AL-3,4, 432.0,324
AL-3,4, 431.0,324
AL-3,4, 424.0,324
AL-3,4, 422.0,324
AL-3,4, 421.0,324
AL-3,4, 421.0,324
AL-3,4, 415.0,324
AL-3,4, 413.0,324
AL-3,4, 407.0,324
AL-3,4, 405.0,324
AL-3,4, 402.0,324
AL-3,4, 400.0,324
AL-3,4, 397.0,324
AL-2,4, 470.0,353
AL-2,4, 469.0,353
AL-2,4, 462.0,353
AL-2,4, 460.0,353
AL-2,4, 455.0,353
AL-2,4, 448.0,353
AL-2,4, 445.0,353
AL-2,4, 442.0,353
AL-2,4, 439.0,353
AL-2,4, 438.0,353
AL-2,4, 438.0,353
AL-2,4, 427.0,353
AL-2,4, 426.0,353
AL-2,4, 426.0,353
AL-2,4, 420.0,353
AL-2,4, 415.0,353
AL-2,3, 477.0,353
AL-2,3, 464.0,353
AL-2,3, 464.0,353
AL-2,3, 428.0,353
AL-2,3, 428.0,353
AL-2,3, 428.0,353
AL-2,3, 425.0,353
AL-2,3, 425.0,353
AL-2,3, 420.0,353
AL-2,3, 420.0,353
AL-2,3, 417.0,353
AL-2,3, 412.0,353
AL-2,3, 411.0,353
AL-2,3, 410.0,353
AL-2,3, 405.0,353
AL-2,3, 402.0,353
AL-1,4, 458.0,344
AL-1,4, 455.0,344
AL-1,4, 453.0,344
AL-1,4, 445.0,344
AL-1,4, 445.0,344
AL-1,4, 437.0,344
AL-1,4, 434.0,344
AL-1,4, 431.0,344
AL-1,4, 430.0,344
AL-1,4, 427.0,344
AL-1,4, 424.0,344
AL-1,4, 424.0,344
AL-1,4, 419.0,344
AL-1,4, 418.0,344
AL-1,4, 414.0,344
AL-1,4, 413.0,344
AL-1,3, 461.0,344
AL-1,3, 456.0,344
AL-1,3, 456.0,344
AL-1,3, 455.0,344
AL-1,3, 444.0,344
AL-1,3, 441.0,344
AL-1,3, 441.0,344
AL-1,3, 437.0,344
AL-1,3, 428.0,344
AL-1,3, 428.0,344
AL-1,3, 423.0,344
AL-1,3, 419.0,344
AL-1,3, 417.0,344
AL-1,3, 415.0,344
AL-1,3, 412.0,344
AL-1,3, 406.0,344
AL-1,2, 590.0,344
AL-1,2, 449.0,344
AL-1,2, 443.0,344
AL-1,2, 439.0,344
AL-1,2, 437.0,344
AL-1,2, 435.0,344
AL-1,2, 432.0,344
AL-1,2, 427.0,344
AL-1,2, 423.0,344
AL-1,2, 422.0,344
AL-1,2, 422.0,344
AL-1,2, 421.0,344
AL-1,2, 416.0,344
AL-1,2, 412.0,344
AL-1,2, 410.0,344
AL-1,2, 409.0,344
AL-0,4, 537.0,376
AL-0,4, 523.0,376
AL-0,4, 492.0,376
AL-0,4, 491.0,376
AL-0,4, 490.0,376
AL-0,4, 489.0,376
AL-0,4, 489.0,376
AL-0,4, 488.0,376
AL-0,4, 487.0,376
AL-0,4, 485.0,376
AL-0,4, 484.0,376
AL-0,4, 458.0,376
AL-0,4, 450.0,376
AL-0,4, 449.0,376
AL-0,4, 444.0,376
AL-0,4, 435.0,376
AL-0,3, 551.0,376
AL-0,3, 477.0,376
AL-0,3, 475.0,376
AL-0,3, 461.0,376
AL-0,3, 460.0,376
AL-0,3, 455.0,376
AL-0,3, 449.0,376
AL-0,3, 445.0,376
AL-0,3, 444.0,376
AL-0,3, 441.0,376
AL-0,3, 439.0,376
AL-0,3, 438.0,376
AL-0,3, 437.0,376
AL-0,3, 437.0,376
AL-0,3, 435.0,376
AL-0,3, 433.0,376
AL-0,2, 527.0,376
AL-0,2, 495.0,376
AL-0,2, 494.0,376
AL-0,2, 486.0,376
AL-0,2, 473.0,376
AL-0,2, 464.0,376
AL-0,2, 462.0,376
AL-0,2, 462.0,376
AL-0,2, 462.0,376
AL-0,2, 456.0,376
AL-0,2, 456.0,376
AL-0,2, 455.0,376
AL-0,2, 454.0,376
AL-0,2, 452.0,376
AL-0,2, 452.0,376
AL-0,2, 451.0,376
AL-0,1, 471.0,376
AL-0,1, 468.0,376
AL-0,1, 466.0,376
AL-0,1, 458.0,376
AL-0,1, 448.0,376
AL-0,1, 446.0,376
AL-0,1, 444.0,376
AL-0,1, 443.0,376
AL-0,1, 443.0,376
AL-0,1, 442.0,376
AL-0,1, 441.0,376
AL-0,1, 439.0,376
AL-0,1, 438.0,376
AL-0,1, 438.0,376
AL-0,1, 438.0,376
AL-0,1, 437.0,376
AL-0,1, 434.0,376
